filename,img_1.png,img_2.png,img_3.png,img_4.png,img_5.png,img_6.png,img_7.png,img_8.png,img_9.png,img_10.png,img_11.png,img_12.png,img_13.png,img_14.png,img_15.png,img_16.png,img_17.png,img_18.png,img_19.png,img_20.png,img_21.png,img_22.png,img_23.png,img_24.png,img_25.png,img_26.png,img_27.png,img_28.png,img_30.png,img_31.png,img_32.png,img_33.png,img_34.png,img_35.png,img_36.png,img_37.png,img_38.png,img_39.png,img_40.png,img_41.png,img_42.png,img_43.png,img_44.png,img_45.png,img_46.png,img_47.png,img_48.png,img_49.png,img_50.png,img_51.png,img_52.png,img_53.png,img_54.png,img_55.png,img_56.png,img_57.png,img_58.png,img_59.png,img_60.png,img_61.png,img_62.png,img_63.png,img_64.png,img_65.png,img_66.png,img_67.png,img_68.png,img_69.png,img_70.png,img_71.png,img_72.png,img_73.png,img_74.png,img_75.png,img_76.png,img_77.png,img_78.png,img_79.png,img_80.png,img_81.png,img_82.png,,Label 1,Label 2,Label 3,Label 4,Label 5,filename
uji_1.png,136.014705087354,106.103722837608,146.58785761447,130.805198673447,65.6201188660917,144.395290781937,158.707277715926,172.673101553195,83.6779540858881,123.862827353488,200.529299604821,176.124955642294,92.6714627056248,55.9464029227975,186.29546424967,189.097858263916,209.231928729819,201.30076999356,82.2800097228968,74.4177398205562,75.8683069535626,177.302002244758,159.267071298495,180.532545542348,132.597134207342,79.4103267843673,75.5645419492502,62.3538290724796,214.107449660212,195.269045165894,273.799196492612,164.182824923924,150.505813841194,93.9042065085478,97.7445650662992,74.4580418759451,107.758990344194,117.515956363381,147.709173716462,142.464030548065,54.4242592967511,172.68468374468,173.977009975456,190.588562091223,188.334808253812,144.519894824208,164.067059460454,157.066864742377,152.216950435883,115.455619178973,189.346243691286,190.294508591289,166.048185777503,172.220788524498,142.730515307694,172.806249886976,204.43091742689,178.717654416121,208.096131631513,53.0659966456864,191.217154042204,193.582023958838,178.600111982048,199.729817503547,211.442663623026,215.564375535477,189.256439784753,170.399530515785,185.483152873785,107.191417566893,185.763290237872,171.330090760497,188.759105740624,177.211737760229,157.816348962964,172.383293854132,195.88261791185,183.624617086054,200.079984006397,158.606431143255,78.2176450681047,,kotak,bola,kotak,bintang,bola,uji_1.png
uji_2.png,169.156732056398,141.0035460547,131.886314680485,152.767797653825,97.4576831245233,153.368836469473,176.442625235514,154.103861080766,119.632771429905,140.142784330839,203.440408965377,168.854967353643,124.008064253902,90.37698822156,164.310681332651,186.241778342025,208.719908010712,184.369194823864,81.9634064689847,75.7099729229908,79.4229186066591,160.51791177311,162.061716639063,187.739180780145,129.529919323684,99.2370898404422,95.655632348545,74.9266307797168,232.2972234014,214.261522443952,286.108371076416,181.207063879971,175.202739704606,109.489725545368,112.685402781372,93.4558719396486,68.4835746730557,138.419651783986,173.083794735382,126.578039169518,88.5324799155654,142.912560679599,176.821944339496,199.554503832913,169.156732056398,132.453765518388,161.251356583441,166.23477373883,126.095202129185,112.169514575039,163.694838037123,188.148877222268,149.438950745781,149.438950745781,132.99624054837,175.294038689283,186.12898753284,171.662459495371,210.028569485201,94.4880944881417,169.746870368794,189.335680736622,162.548454314398,186.729751244948,193.390796058137,212.278119456528,187.333926452205,158.436106995849,165.957825967925,115.913761046737,161.932084529287,155.389832357204,185.407658957229,176.544611925711,146.13007903919,150.598804776134,178.336760091687,173.896520954273,201.032335707468,147.824219937059,90.5869747811461,,bola,bintang,segitiga,segitiga,segitiga,uji_2.png
uji_3.png,224.058028198054,185.800968781113,168.130901383416,211.504137075377,160.274764077193,136.930639376292,201.201391645287,166.246804480567,175.681530047982,196.163197363828,216.624098382428,134.721935853075,183.461167553245,157.841692844445,131.346869014834,163.816971037802,197.038067388005,167.952374201736,109.526252560745,108.07404868885,110.190743712891,151.571765180722,147.560157224096,193.064755975812,140.214121970649,144.360659460949,143.213127889869,117.635028796698,274.73259726505,258.185979479909,313.687742827162,228.065779984635,213.030514246199,159.204271299485,156.236999459155,141.866134084213,69.1664658631623,151.201851840512,210.423382731102,162.215905508677,153.231850475024,97.4884608556315,154.686780301356,207.171426601257,168.017856193918,110.878311675458,176.215776819217,173.441632833642,121.901599661366,132.227077408525,120.424250049564,161.870318465122,120.424250049564,134.944433008554,138.23892360692,173.700892340828,176.957622045506,179.733135509288,209.556674911586,156.364957711119,137.14955340795,165.758860999948,136.755255840498,170.052932935601,170.423003142181,195.284407979746,180.138835346518,154.084392460755,152.57129481,153.850576859497,124.466863060013,128.078101172683,161.245154965971,162.708327998293,137.120385063637,130.805198673447,166.511260880458,169.964702217843,195.637419733547,142.71650219929,133.514044205095,,bola,bola,segitiga,segitiga,segitiga,uji_3.png
uji_4.png,156.843871413581,100.488805346665,205.52858681945,181.113224254884,131.270712651376,97.0875893201598,146.887712215828,214.997674406027,137.062029752955,163.700946851263,211.962260791868,152.879037150291,138.895644280157,111.722871427475,199.699774661866,172.586210341383,199.414141925792,218.846978503246,111.283421945948,108.921990433521,103.431136511207,206.480023246802,142.105594541524,175.487891320171,144.741148261301,110.923396990896,109.799817850486,108.323589305377,235.877086636239,219.581419979014,282.43583342062,216.887067387615,160.099968769516,140.975175119593,133.985073795554,128.241958812239,154.828937863695,62.2093240599832,141.576834263237,201.955440629858,128.343289657076,190.693471309324,139.384360672207,178.303112704181,219.727103471556,141.901374200534,179.788764943753,138.318473097414,188.10635289644,133.086438076913,199.839935948749,160.922341519132,164.243721341182,197.484176581315,150.996688705415,157.93036440153,226.044243456895,188.547076349648,195.284407979746,132.815661727072,203.479728720087,177.701997737786,179.477018027379,204.826756064729,226.375793758962,204.90973622549,176.889796200911,174.802745973855,202.874345347065,135.992646860042,198.050498610834,168.511127229035,167.964281917317,166.162570995998,164.984847789123,195.601635984978,217.172742304369,191.494125236259,191.128229207514,165.348117618557,115.464280190888,,bola,kotak,bola,segitiga,bintang,uji_4.png
uji_5.png,153.694502178835,163.682619724881,126.079340099796,185.186392588656,118.363845831402,153.655458738048,112.552210107132,132.695139323187,116.284134773408,164.966663298983,142.828568570857,180.737378535819,136.279125327396,133.828248139173,156.837495516857,155.119308920585,149.157634735873,144.50605523645,94.8683298050514,97.4782026916787,97.2419662491457,126.720164141308,139.334130779217,109.142109197138,82.9698740507662,70.9788700952614,73.8918128076447,86.4638652848691,272.569257254005,254.778335028707,322.239041706619,206.077655266164,204.26453436659,56.4446631666803,31.2729915422238,84.4630096551147,155.82040944626,151.439756999277,114.008771592365,121.441343866082,82.6801064343775,167.940465641846,160.318433126076,125.562733324821,134.513939798074,132.981201679034,90.37698822156,127.773236634281,133.319165913983,82.4984848345714,168.736480939956,163.095064303001,138.246157270284,143.485190873484,101.449494823779,138.38352503098,148.418327709215,107.359210131223,145.60219778561,108.75660899458,158.719879032212,156.486421136148,137.934767190872,136.227750476913,157.75931034332,157.15597347858,135.933807421112,109.151271179039,137.847742092499,38.2883794381533,158.801763214393,134.721935853075,155.647036592413,139.957136295367,109.288608738514,137.258879494188,136.022057034879,108.95870777501,134.320512208672,104.009614940158,60.0999168052669,,segitiga,segitiga,segitiga,bintang,bintang,uji_5.png
uji_6.png,217.039166972231,206.620424934226,162.775919595006,237.592087410334,166.955083780039,155.679157243351,174.103417542563,146.710599480746,166.463209148448,211.404824921287,171.464281994822,141.42135623731,190.152570321834,176.550276125527,83.9404550857332,119.22248110151,139.405882228836,100.727354775155,81.2649986156402,86.6025403784439,90.9065454189081,81.351090957651,121.926207191071,143.485190873484,97.4679434480896,121.358971650225,123.239604024031,110.516967023168,318.191766078257,300.921916782411,360.080546544797,251.2130569855,246.633331080777,141.350627872677,125.610509114485,131.984847615171,133.003759345366,169.298552858552,187.221793603202,155.190205876531,142.309521817762,94.8261567290376,142.049287221021,160.018748901496,119.281180409988,96.1665222413705,121.40840168621,138.267855989742,88.6002257333467,91.0494371207203,98.7927122818277,135.114766032436,87.5899537618328,93.3595201358705,90.6200860736735,130.636901371703,121.950809755409,118.27087553578,151.208465371486,157.695909902572,91.4877040918614,117.966096824469,81.5475321515004,106.21675950621,114.490174250894,136.088206689632,121.556571192182,94.7417542586161,98.8230742286436,115.767007389843,86.8907359849138,84.6640419540669,121.383689184338,115.429632244065,86.1626369141521,78.0896920214186,103.41179816636,105.669295445744,135.838138974295,90.8955444452587,105.640901169954,,bintang,segitiga,segitiga,segitiga,segitiga,uji_6.png
uji_7.png,226.313941240923,212.720473861826,169.339894885995,241.130669969625,176.985875142623,145.189531303052,176.61823235442,153.290573748029,173.666346768739,210.080936783898,181.906569425076,139.05394636615,189.952625672824,179.214954733136,71.5401984900797,108.249711316012,138.311243216161,103.740059764779,88.1589473621368,93.7336652436039,98.2344135219425,84.3919427433686,107.191417566893,147.4381226142,96.8710483064987,128.848748538742,130.284304503651,116.798972598221,321.038938448282,304.042760150608,361.552209231253,250.922298730105,250.291829670886,152.865954352171,135.874942502288,138.650640099496,124.555208642594,164.505319062941,194.576463119258,162.277540035582,150.039994668088,76.3544366752843,129.784436663261,164.657219702022,126.380378223837,91.7823512446701,136.293800299207,131.855982041013,78.8416133777081,93.8189746266713,86.2438403597614,126.087271363925,87.4871419123976,82.6196102629394,88.9156904038877,123.409886151799,124.795833263775,129.599382714579,153.629424265015,162.511538051918,76.7333043730035,108.342050931298,76.3937170191371,109.105453575887,109.114618635635,133.236631599572,118.608600025462,95.8957767578948,91.727858363749,126.514821266127,71.8192174839019,78.5748051222528,111.094554321983,102.645019362851,78.8035532193822,63.1506136153878,106.386089316226,113.683771928979,137.338996646983,86.8562030024339,111.516814875605,,bintang,segitiga,bintang,bola,segitiga,uji_7.png
uji_8.png,216.023146907918,237.364698302001,130.782261794175,239.670607292592,186.29546424967,193.411478459785,155.254629560603,100.319489631876,182.280004388852,224.908870434227,119.532422379871,181.372544780074,203.803827245712,203.651663386283,107.023361935607,139.778396041735,111.812342789157,60.9261848469113,139.778396041735,144.644391526253,146.948970734742,66.2570750939098,152.937895892418,107.172757732551,113.181270535367,141.138230115019,143.701078631999,150.724914994171,323.719013961182,307.187239318302,359.897207546822,245.348731400837,265.149014706825,132.317799256185,120.424250049564,151.3538899401,174.974283824795,209.842798303873,170.4582060213,124.691619606131,158.16447135814,130.445390872963,172.244012958361,122.09013064126,47.8957200593122,146.150607251561,84.1783820229398,152.052622469986,101.75460677532,122.84950142349,121.704560308971,156.396930916179,129.444969002275,103.30537256116,116.413057686842,143.059428210796,67.468511173732,83.7973746605465,117.029910706622,179.041894538681,108.037030688556,135.668714153264,113.762911355151,86.4407311398972,79.2338311581612,113.454836829463,116.841773351828,96.591925128346,84.5221864364618,116.086174887452,108.138799697426,118.962178863704,140.662717164144,133.902949930164,109.407495172863,91.3892772703669,50.7148893324239,74.4714710476435,104.899952335547,104.144130895601,129.336769713798,,bola,bintang,segitiga,segitiga,kotak,uji_8.png
uji_9.png,135.011110653901,134.684817258665,143.26199775237,168,99.6192752432982,125.857061780418,112.071405808975,155.923057948464,98.7825895590918,148.276768241016,171.382612887072,169.870538940689,125.011999424055,106.056588668503,162.806633771477,150.552316488322,160.816665803019,166.006023987083,68.6876990442976,70.4130669691358,69.6850055607374,149.719738177703,124.883946125993,126.364551991451,79.7370679169983,0,18.9208879284245,55.6237359406935,253.877923419899,235.877086636239,306.532216903868,192.291445467551,190.745904281062,78.7400787401181,60.9754048777046,67.4536878161602,139.957136295367,111.928548637066,107.40577265678,138.874043651073,63.2929695937866,169.50516216328,146.574213284602,138.397976863826,161.381535498954,126.023807274657,117.115327775659,109.114618635635,134.506505418883,67.0522184569608,173.33205127731,156.409718368137,140.142784330839,144.319090906228,92.8654941299512,123.798222927472,172.916164657906,132.778010227598,159.260792412948,99.3579387869938,165.547576243206,154.376163963223,143.080396980159,155.537776761789,176.691822108438,168.249814264385,140.285423334001,121.934408597409,151.499174915245,66.6783323126786,166.114418398886,139.491935250752,152.826699238059,132.385799842732,110.516967023168,142.232204510793,162.166581020875,136.389149128514,150.193208901068,109.370928495647,35.2703841770968,,bintang,bintang,bintang,bintang,segitiga,uji_9.png
uji_10.png,243.926218353009,261.942741834928,169.911741795557,272.308648412055,215.336945274145,193.66982212002,170.557908054713,135.373557240696,211.385903030453,255.248898136701,125.123938556936,172.661518584773,234.951058733516,232.881944340904,83.2105762508589,113.578166916005,81.6578226503744,0,154.34377214517,161.164512222759,163.285026870194,63.608175575157,136.682112948257,108.120303366204,122.482651832821,166.006023987083,169.882312204655,170.698564727417,353.915244091011,337.624051275972,385.424441363025,273.199560760994,293.554083603005,171.895316981004,150.558958551127,177.538728169377,194.807597387782,218.467388870742,192.088521260381,164.237632715526,189.683947660312,121.827747249959,154.932243254915,120.158229014912,73.0616178304313,139.477596767366,100.816665289028,148.727939540626,113.551750316761,134.111893581442,104.259292151827,133.888012906309,117.720006795786,101.636607578175,119.239255281136,134.037308239162,57.5325994545701,84.4748483277715,100.029995501349,208.331466658304,81.7435012707432,108.332820511607,95.2785390316203,62.5459830844476,39.6988664825584,80.1623352953243,103.392456204503,94.7417542586161,76.7463354173996,143.178210632764,85.7671265695663,102.99514551667,115.073889305959,114.184061935105,103.97114984456,81.9878039710785,34.6987031457949,69.065186599328,85.5569985448298,102.683981223947,152.472948420367,,segitiga,bintang,segitiga,kotak,segitiga,uji_10.png
uji_11.png,106.742681247943,111.480940074974,154.951605348251,123.887045327589,83.5583628370015,166.925132918923,148.65396059305,182.137310839926,0,127.263506159464,188.164821366801,198.338095180931,88.0795095354192,80.3118920210451,209.528041082811,202.938414303453,210.485153870766,211.385903030453,117.038455218787,110.272390016722,110.995495404093,192.888568868142,177.172232587389,177.070607385867,157.670542588018,98.7825895590918,93.9893611000735,101.803732740995,208.345866289687,190.262975904404,267.544388840432,149.939987995198,158.221363917772,90.4322951162913,106.695829346793,88.7130204648675,158.871016865884,141.957740190523,131.445806323367,151.868364052557,61.5467302137165,203.533780979964,189.921036222952,182.395175374789,195.688528023489,177.307642249284,169.575941689852,166.535281547184,179.398996652713,145.698318452891,215.485498351977,205.216958363582,194.406790004876,196.433194750785,169.899970570922,184.770127455712,212.795676647812,186.354500884738,205.041459222275,80.3118920210451,213.658606192215,207.238992470047,202.059397207851,212.245141287145,223.530758509875,218.878961985843,199.929987745711,192.229030065701,206.320139588941,123.539467377838,211.57031927943,197.904017139623,204.014705352335,190.215667072931,182.690995946708,196.30588376307,205.104851234679,192.166594391429,198.564850867418,182.72383533628,104.756861350462,,kotak,bola,kotak,kotak,bola,uji_11.png
